subject,grade,skillId,skillIdentifier,skillDesc,,,,
Math - Common Core,6,14815,6.NS.C.6.b,"Understand signs of numbers in ordered pairs as indicating locations in quadrants of the coordinate plane; recognize that when two ordered pairs differ only by signs, the locations of the points are related by reflections across one or both axes.",,,,
Math - Common Core,6,14816,6.NS.C.6.c,Find and position integers and other rational numbers on a horizontal or vertical number line diagram; find and position pairs of integers and other rational numbers on a coordinate plane.,,,,
Math - Common Core,6,14817,6.NS.C.7,Understand ordering and absolute value of rational numbers.,,,,
Math - Common Core,6,14818,6.NS.C.7.a,Interpret statements of inequality as statements about the relative position of two numbers on a number line diagram.,,,,
Math - Common Core,6,14819,6.NS.C.7.b,"Write, interpret, and explain statements of order for rational numbers in real-world contexts.",,,,
Math - Common Core,6,14820,6.NS.C.7.c,Understand the absolute value of a rational number as its distance from 0 on the number line; interpret absolute value as magnitude for a positive or negative quantity in a real-world situation.,,,,
Math - Common Core,6,14821,6.NS.C.7.d,Distinguish comparisons of absolute value from statements about order.,,,,
Math - Common Core,6,14822,6.NS.C.8,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane.,,,,
Math - Common Core,6,14823,6.EE,Expressions and Equations,,,,
Math - Common Core,6,14824,6.EE.A.1,Write and evaluate numerical expressions involving whole-number exponents.,,,,
Math - Common Core,6,14825,6.EE.A.2,"Write, read, and evaluate expressions in which letters stand for numbers.",,,,
Math - Common Core,6,14826,6.EE.A.2.a,Write expressions that record operations with numbers and with letters standing for numbers.,,,,
Math - Common Core,6,14827,6.EE.A.2.b,"Identify parts of an expression using mathematical terms (sum, term, product, factor, quotient, coefficient); view one or more parts of an expression as a single entity.",,,,
Math - Common Core,6,14828,6.EE.A.2.c,Evaluate expressions at specific values of their variables.,,,,
Math - Common Core,6,14829,6.EE.A.3,Apply the properties of operations to generate equivalent expressions.,,,,
Math - Common Core,6,14830,6.EE.A.4,"Identify when two expressions are equivalent (i.e., when the two expressions name the same number regardless of which value is substituted into them).",,,,
Math - Common Core,6,14831,6.EE.B.5,"Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true?",,,,
Math - Common Core,6,14832,6.EE.B.6,"Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.",,,,
Math - Common Core,6,14833,6.EE.B.7,"Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.",,,,
Math - Common Core,6,14834,6.EE.B.8,Write an inequality of the form x greater than c or x less than c to represent a constraint or condition in a real-world or mathematical problem.,,,,
Math - Common Core,6,14835,6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable.",,,,
Math - Common Core,6,14836,6.G,Geometry,,,,
Math - Common Core,6,14837,6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",,,,
Math - Common Core,6,14838,6.G.A.2,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism.",,,,
Math - Common Core,6,14839,6.G.A.3,Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate.,,,,
Math - Common Core,6,14840,6.G.A.4,"Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures.",,,,
Math - Common Core,6,14841,6.SP,Statistics and Probability,,,,
Math - Common Core,6,14842,6.SP.A.1,Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers.,,,,
Math - Common Core,6,14843,6.SP.A.2,"Understand that a set of data collected to answer a statistical question has a distribution which can be described by its center, spread, and overall shape.",,,,
Math - Common Core,6,14844,6.SP.A.3,"Recognize that a measure of center for a numerical data set summarizes all of its values with a single number, while a measure of variation describes how its values vary with a single number.",,,,
Math - Common Core,6,14845,6.SP.B.4,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",,,,
Math - Common Core,6,14846,6.SP.B.5,Summarize numerical data sets in relation to their context,,,,
Math - Common Core,6,14847,6.SP.B.5.a,Reporting the number of observations.,,,,
Math - Common Core,6,14848,6.SP.B.5.b,"Describing the nature of the attribute under investigation, including how it was measured and its units of measurement.",,,,
Math - Common Core,6,14849,6.SP.B.5.c,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.",,,,
Math - Common Core,6,14850,6.SP.B.5.d,Relating the choice of measures of center and variability to the shape of the data distribution and the context in which the data were gathered.,,,,
Math - Common Core,7,14697,7.RP,Ratios & Proportional Relationships,,,,
Math - Common Core,7,14698,7.RP.A.1,"Compute unit rates associated with ratios of fractions, including ratios of lengths, areas and other quantities measured in like or different units",,,,
Math - Common Core,7,14699,7.RP.A.2,Recognize and represent proportional relationships between quantities.,,,,
Math - Common Core,7,14700,7.RP.A.3,Use proportional relationships to solve multistep ratio and percent problems,,,,
Math - Common Core,7,14701,7.NS,The Number System,,,,
Math - Common Core,7,14702,7.NS.A.1,Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram,,,,
Math - Common Core,7,14703,7.NS.A.2,Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide rational numbers,,,,
Math - Common Core,7,14704,7.NS.A.3,Solve real-world and mathematical problems involving the four operations with rational numbers,,,,
Math - Common Core,7,14705,7.EE,Expressions & Equations,,,,
Math - Common Core,7,14706,7.EE.A.1,"Apply properties of operations as strategies to add, subtract, factor, and expand linear expressions with rational coefficients",,,,
Math - Common Core,7,14707,7.EE.A.2,Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related.,,,,
Math - Common Core,7,14708,7.EE.B.3,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically",,,,
Math - Common Core,7,14709,7.EE.B.4,"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities",,,,
Math - Common Core,7,14710,7.G,Geometry,,,,
Math - Common Core,7,14711,7.G.A.1,"Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale",,,,
Math - Common Core,7,14712,7.G.A.2,"Draw (freehand, with ruler and protractor, and with technology) geometric shapes with given conditions",,,,
Math - Common Core,7,14713,7.G.A.3,"Describe the two-dimensional figures that result from slicing three-dimensional figures, as in plane sections of right rectangular prisms and right rectangular pyramids.",,,,
Math - Common Core,7,14714,7.G.B.4,Know the formulas for the area and circumference of a circle and use them to solve problems; give an informal derivation of the relationship between the circumference and area of a circle,,,,
Math - Common Core,7,14715,7.G.B.5,"Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve simple equations for an unknown angle in a figure.",,,,
Math - Common Core,7,14716,7.G.B.6,"Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms.",,,,
Math - Common Core,7,14717,7.SP,Statistics & Probability,,,,
Math - Common Core,7,14718,7.SP.A.1,Understand that statistics can be used to gain information about a population by examining a sample of the population; generalizations about a population from a sample are valid only if the sample is representative of that population,,,,
Math - Common Core,7,14719,7.SP.A.2,Use data from a random sample to draw inferences about a population with an unknown characteristic of interest,,,,
Math - Common Core,7,14720,7.SP.B.3,"Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability",,,,
Math - Common Core,7,14721,7.SP.B.4,Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations,,,,
