subject,grade,skillId,skillIdentifier,keywords,keywords
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17728,CCRA.W.3,write narratives  develop real  imagined experiences  events using effective technique wellchosen details  wellstructured event sequences,write narratives  develop real  imagined experiences  events using effective technique wellchosen details  wellstructured event sequences
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17729,CCRA.W.4,produce clear  coherent writing    development organization  style  appropriate  task purpose  audience,produce clear  coherent writing    development organization  style  appropriate  task purpose  audience
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17730,CCRA.W.5,develop  strengthen writing  needed  planning revising editing rewriting  trying  new approach,develop  strengthen writing  needed  planning revising editing rewriting  trying  new approach
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17731,CCRA.W.6,use technology including  internet  produce  publish writing   interact  collaborate  others,use technology including  internet  produce  publish writing   interact  collaborate  others
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17732,CCRA.W.7,conduct short  well   sustained research projects based  focused quest,conduct short  well   sustained research projects based  focused quest
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17733,CCRA.W.8,gather relevant information  multiple print  digital sources assess  credibility  accuracy   source  integrate  information  avoiding plagiarism,gather relevant information  multiple print  digital sources assess  credibility  accuracy   source  integrate  information  avoiding plagiarism
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17734,CCRA.W.9,draw evidence  literary  informational texts  support analysis reflection  research,draw evidence  literary  informational texts  support analysis reflection  research
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17735,CCRA.W.10,write routinely  extended time frames time  research reflection  revision  shorter time frames  single sitting   day  two   range  tasks purposes  audiences,write routinely  extended time frames time  research reflection  revision  shorter time frames  single sitting   day  two   range  tasks purposes  audiences
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17736,CCRA.SL,college  career readiness anchor standards  speaking  listen,college  career readiness anchor standards  speaking  listen
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17737,CCRA.SL.1,prepare   participate effectively   range  conversations  collaborations  diverse partners building  others ideas  expressing   clearly  persuasively,prepare   participate effectively   range  conversations  collaborations  diverse partners building  others ideas  expressing   clearly  persuasively
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17738,CCRA.SL.2,integrate  evaluate information presented  diverse media  formats including visually quantitatively  orally,integrate  evaluate information presented  diverse media  formats including visually quantitatively  orally
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17739,CCRA.SL.3,evaluate  speakers point  view reasoning  use  evidence  rhetoric,evaluate  speakers point  view reasoning  use  evidence  rhetoric
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17740,CCRA.SL.4,present information findings  supporting evidence   listeners can follow  line  reasoning   organization development  style  appropriate  task purpose  audience,present information findings  supporting evidence   listeners can follow  line  reasoning   organization development  style  appropriate  task purpose  audience
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17741,CCRA.SL.5,make strategic use  digital media  visual displays  data  express information  enhance understanding  presentations,make strategic use  digital media  visual displays  data  express information  enhance understanding  presentations
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17742,CCRA.SL.6,adapt speech   variety  contexts  communicative tasks demonstrating command  formal english  indicated  appropriate,adapt speech   variety  contexts  communicative tasks demonstrating command  formal english  indicated  appropriate
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17743,CCRA.L,college  career readiness anchor standards  languag,college  career readiness anchor standards  languag
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17744,CCRA.L.1,demonstrate command   conventions  standard english grammar  usage  writing  speaking,demonstrate command   conventions  standard english grammar  usage  writing  speaking
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17745,CCRA.L.2,demonstrate command   conventions  standard english capitalization punctuation  spelling  writing,demonstrate command   conventions  standard english capitalization punctuation  spelling  writing
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17746,CCRA.L.3,apply knowledge  language  understand  language functions  different contexts  make effective choices  meaning  style   comprehend  fully  reading  listening,apply knowledge  language  understand  language functions  different contexts  make effective choices  meaning  style   comprehend  fully  reading  listening
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17747,CCRA.L.4,determine  clarify  meaning  unknown  multiplemeaning words  phrases  using context clues analyzing meaningful word parts  consulting general  specialized reference materials  appropriate,determine  clarify  meaning  unknown  multiplemeaning words  phrases  using context clues analyzing meaningful word parts  consulting general  specialized reference materials  appropriate
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17748,CCRA.L.5,demonstrate understanding  figurative language word relationships  nuances  word meanings,demonstrate understanding  figurative language word relationships  nuances  word meanings
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17749,CCRA.L.6,acquire  use accurately  range  general academic  domainspecific words  phrases sufficient  reading writing speaking  listening   college  career readiness level demonstrate independence  gathering vocabulary knowledge  encountering  unknown term important  comprehension  expression,acquire  use accurately  range  general academic  domainspecific words  phrases sufficient  reading writing speaking  listening   college  career readiness level demonstrate independence  gathering vocabulary knowledge  encountering  unknown term important  comprehension  expression
ESL,1,14928,1.ES,major learning skill  esl,major learning skill  esl
ESL,1,15128,1.ES.A.1,minor learning skill  esl,minor learning skill  esl
ESL,10,14937,10.ES,major learning skill  esl,major learning skill  esl
ESL,10,15137,10.ES.A.1,minor learning skill  esl,minor learning skill  esl
ESL,11,15659,11.ES,major learning skill  esl,major learning skill  esl
ESL,11,15707,11.ES.A.1,minor learning skill  esl,minor learning skill  esl
ESL,12,15675,12.ES,major learning skill  esl,major learning skill  esl
ESL,12,15723,12.ES.A.1,minor learning skill  esl,minor learning skill  esl
ESL,2,14929,2.ES,major learning skill  esl,major learning skill  esl
ESL,2,15129,2.ES.A.1,minor learning skill  esl,minor learning skill  esl
ESL,3,14930,3.ES,major learning skill  esl,major learning skill  esl
ESL,3,15130,3.ES.A.1,minor learning skill  esl,minor learning skill  esl
ESL,4,14931,4.ES,major learning skill  esl,major learning skill  esl
ESL,4,15131,4.ES.A.1,minor learning skill  esl,minor learning skill  esl
ESL,5,14932,5.ES,major learning skill  esl,major learning skill  esl
ESL,5,15132,5.ES.A.1,minor learning skill  esl,minor learning skill  esl
ESL,6,14933,6.ES,major learning skill  esl,major learning skill  esl
ESL,6,15133,6.ES.A.1,minor learning skill  esl,minor learning skill  esl
ESL,7,14934,7.ES,major learning skill  esl,major learning skill  esl
